"ID","MemVal","PrimaryKey","AH_NonNoxPerenForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NoxCover","FH_NonNoxPerenGrassCover","GapCover_101_200","GapCover_200_plus","BareSoilCover","TotalFoliarCover","MeanGap","MeanMaxHeight","ScaledGap","LargeGaps","horizontal_flux_total_MD","Cluster"
"283",0.987,"18110509413547172018-09-01",0.33333333,7.33333333,22.66666667,0,0.66666667,0,0,2.33333333,11.0666666666667,44.8133333333333,21.6666666666667,25.3333333333333,142.102564102564,43.7619047619048,3.24717502301833,55.88,3.294054976,"C4"
"365",0.988,"NML00000_2020_Hills_2212019-09-01",1,6.66666667,6,0.33333333,0.33333333,0,0,4.33333333,9.02666666666667,73.9066666666667,20,12.6666666666667,301.227272727273,34,8.8596256684492,82.9333333333334,8.827768414,"C4"
"433",0.988,"NMP02000_Year2_Foothills_3222019-09-01",2,11.33333333,0.66666667,0,4,0.66666667,0,11.33333333,29.0533333333333,26.56,7.33333333333333,19.3333333333333,112.714285714286,37.4285714285714,3.01145038167939,55.6133333333333,1.231536658,"C4"
"319",0.989,"NML00000_2020_Lime_3032019-09-01",0.33333333,0,17.66666667,0,0.33333333,0,0,0,21,38.9733333333333,28.3333333333333,18.6666666666667,118.63829787234,35.1818181818182,3.37214800153939,59.9733333333333,3.647288734,"C4"
"649",0.989,"20173513201519B2",1.98019802,8.91089109,3.96039604,0,0,0,0,8.91089109,11.1333333333333,68.6666666666667,24.7524752475248,20.7920792079208,298.879846153846,23.5284210526316,12.7029283216783,79.8,26.44160008,"C4"
"22",0.99,"16111616421338472016-09-01",0.33333333,4.66666667,23,6,0.33333333,0,0,3.33333333,23.6133333333333,48.9466666666667,5.66666666666667,30.3333333333333,166.486486486486,40.7931034482759,4.08124100431793,72.56,1.131932527,"C4"
"422",0.991,"NMP02000_Year1_Foothills_3122019-09-01",0.66666667,4.66666667,0,1.33333333,0,6.66666667,0,4,38.56,19.4133333333333,7.33333333333333,12.6666666666667,101.301587301587,40.7586206896552,2.4854027341337,57.9733333333333,0.480734895,"C4"
"308",0.992,"NML00000_2020_GSand_1572019-09-01",0,0,14.33333333,0,0,0,0,0,1.66666666666667,78.96,19,15,629.6,49.8947368421053,12.6185654008439,80.6266666666667,10.57352638,"C4"
"527",0.992,"20143553200514B1",0,3.96039604,7.92079208,0,0,0,0,3.96039604,10.6666666666667,61.2666666666666,29.7029702970297,21.7821782178218,290.180888888889,32.5581818181818,8.91268715524035,71.9333333333333,14.07589716,"C4"
"369",0.993,"NMP02000_2019_Reclaim_1012019-09-01",3.80952381,1.9047619,0,0.47619048,0,0,0,1.9047619,7.31428571428571,60.5285714285714,15.2380952380952,7.61904761904762,314.28,15.9,19.7660377358491,67.8428571428571,32.78785774,"C4"
"415",0.993,"NMP02000_2019_Reclaim_0922019-09-01",0,3.33333333,0.66666667,2,0,0,0,3.33333333,24.66,47.1133333333333,14.6666666666667,7.33333333333333,131.78640776699,9.77777777777778,13.4781553398058,71.7733333333333,41.81293926,"C4"
"431",0.994,"NML00000_2019_PTNM_4342019-09-01",0.33333333,7.66666667,10,3.66666667,1.66666667,0,0,7,27.4933333333333,29.6133333333333,8,23,126.295454545455,29.1724137931034,4.32927681065979,57.1066666666666,1.697714049,"C4"
"81",0.994,"17110814514395292017-09-01",0,0,23,0,0,0,0,0,3.6,67.3333333333333,12.6666666666667,23,246.260869565217,90.2666666666667,2.72814848115086,70.9333333333333,0.37912839,"C4"
"88",0.994,"17120708540421792017-09-01",5.33333333,5.33333333,16,4,3.33333333,0,0,1.66666667,20.2133333333333,36.8133333333333,14,26.3333333333333,134.90243902439,33.9545454545455,3.97303033271297,57.0266666666666,2.28239688,"C4"
"145",0.995,"17082211113693142017-09-01",3.66666667,2.33333333,12.33333333,5.33333333,0,0,0,1.66666667,23.0933333333333,36.3866666666667,4.33333333333333,21,120.098039215686,31.4615384615385,3.81729708998514,59.48,0.640310879,"C4"
"346",0.995,"NML00000_2020_Gravel_0692019-09-01",0,0,15,0,0,0,0,0,12.0266666666667,58.16,28.3333333333333,16,194.51724137931,42.5769230769231,4.56860729526835,70.1866666666667,4.198866865,"C4"
"348",0.995,"NML00000_2019_Sandy_5072019-09-01",0,0,14.66666667,1.33333333,0,0,0,0,20.48,42.96,28.6666666666667,17.3333333333333,169.588235294118,27.6896551724138,6.12460625595194,63.44,8.344650808,"C4"
"437",0.996,"NML00000_2020_Lime_3042019-09-01",2.33333333,4.33333333,16,6,0.33333333,0,0.33333333,3.66666667,14.7466666666667,51.0533333333333,4,25.6666666666667,187.655172413793,41.6666666666667,4.50372413793103,65.8,1.022159688,"C4"
"661",0.996,"20183513201401B1",0,0.99009901,5.94059406,9.9009901,0,0,0,0.99009901,9.43333333333333,64.6666666666667,25.7425742574257,16.8316831683168,266.982222222222,31.1484210526316,8.57129232236528,74.1,14.79358106,"C4"
"666",0.996,"2018355200802B2",0,8.91089109,10.89108911,0.99009901,0,0,0,7.92079208,11.5333333333333,68.3,12.8712871287129,19.8019801980198,301.634769230769,16.0130434782609,18.8368169761273,79.8333333333333,16.59411765,"C4"
"204",0.997,"18100711374120922018-09-01",0,13.66666667,8.66666667,0,0,0,0,11.66666667,17.2666666666667,47.1333333333333,27.6666666666667,23,186.8,31.0869565217391,6.00895104895105,64.4,8.294904821,"C4"
"277",0.997,"181102093228882018-09-01",0.33333333,11,13,0,0,0,0,8,16.8,42.2133333333333,24.6666666666667,21.3333333333333,124.020833333333,28.6538461538462,4.32824384787472,59.0133333333333,7.478461425,"C4"
"388",0.997,"NML00000_2019_Hills_2162019-09-01",0,5,14.66666667,0,0,0,0,3,13.1066666666667,62.1866666666667,18.3333333333333,17.3333333333333,233.115384615385,72.2307692307692,3.22736954206603,75.2933333333334,0.934794952,"C4"
"496",0.997,"20153551201613B2",0,3.96039604,24.75247525,0,0.99009901,0,0,2.97029703,16.0333333333333,51.3,24.7524752475248,28.7128712871287,218.5416,42.5115789473684,5.14075471698113,67.3333333333333,5.139766451,"C4"
"549",0.997,"20143513201407B2",0,8.91089109,12.87128713,0,0,0,0,6.93069307,20.2666666666667,35.5,16.8316831683168,23.7623762376238,226.340275862069,26.1408333333333,8.65849504397599,55.7666666666667,8.683999529,"C4"
"332",0.998,"NML00000_2020_Bottom_0132019-09-01",0,12,22.66666667,0,0,0,0,6,12.8666666666667,50.4533333333333,20.3333333333333,28.6666666666667,255.65,42.695652173913,5.98772912423625,63.32,4.185295405,"C4"
"377",0.998,"NML00000_2019_Mal_3982019-09-01",0.33333333,0.33333333,15.66666667,0,4,0,0,0.33333333,23.9866666666667,40.3333333333333,7,24.3333333333333,148.368421052632,45.25,3.27886013375981,64.32,0.717088221,"C4"
"419",0.998,"NML00000_2020_GSand_1602019-09-01",1,2.33333333,17,0,0,0,0,1.33333333,14.0133333333333,52.4533333333333,7,19.3333333333333,180.322580645161,63.5,2.83972567945136,66.4666666666666,0.254167104,"C4"
"446",0.998,"20163535201019B2",0.99009901,0.99009901,9.9009901,0,0,0,0,0.99009901,11.8666666666667,54.1666666666667,22.7722772277228,11.8811881188119,286.789090909091,51.7357894736842,5.54334038054968,66.0333333333334,15.68237802,"C4"
"554",0.998,"20143513201504B1",0,4.95049505,13.86138614,0,0,0,0,4.95049505,9.70000000000001,58.8,25.7425742574257,18.8118811881188,249.609428571429,57.404,4.34829329962073,68.5,2.385764848,"C4"
"72",0.998,"17110115314049412017-09-01",0,0,5,0,0.66666667,0,0,0,11.5066666666667,68.4666666666667,16.6666666666667,15,228.033333333333,26.6086956521739,8.56988017429194,79.9733333333334,9.10748738,"C4"
"106",0.999,"1801050806219792017-09-01",0.33333333,5.66666667,10.33333333,0,0,0,0.66666667,2.66666667,13.5466666666667,63.5466666666667,7,15.3333333333333,250.4,29.6086956521739,8.45697503671072,77.0933333333334,2.848553876,"C4"
"300",0.999,"NML00000_2019_GSand_1552019-09-01",0,0.33333333,19.66666667,0,0,0,0,0.33333333,8.48,64.5866666666667,10.6666666666667,20,299.052631578947,61.4210526315789,4.86889460154242,73.0666666666667,1.758931414,"C4"
"302",0.999,"NML00000_2020_GSand_1582019-09-01",1,6.66666667,21.33333333,0.66666667,0,0,0,2.66666667,13.6266666666667,52.8133333333333,17.6666666666667,25,179.375,59.4347826086956,3.01801389904901,66.44,1.646310011,"C4"
"320",0.999,"NML00000_2019_Gravel_0682019-09-01",0.66666667,0,17.33333333,3,0,0,0,0,17.4533333333333,55.8533333333333,24.3333333333333,21.3333333333333,177.485714285714,45.4642857142857,3.90384917517675,73.3066666666666,3.478215899,"C4"
"354",0.999,"NML00000_2019_Gravel_0642019-09-01",0.33333333,0,18,1.66666667,0,0,0,0,7.08,62.8666666666667,4.33333333333333,19.3333333333333,251.826086956522,48.875,5.15245190703881,69.9466666666667,1.360203888,"C4"
"358",0.999,"NML00000_2019_Mal_3942019-09-01",0,3,18,0.33333333,0,0,0,0.33333333,9.73333333333333,63.0133333333333,23,18.3333333333333,240.48,56.9,4.22636203866432,72.7466666666666,3.419478593,"C4"
"37",0.999,"16102712080361972016-09-01",5,0.33333333,15.66666667,0.66666667,0,0,0,0.33333333,17.7733333333333,63.04,10.3333333333333,25.3333333333333,222.793103448276,33.5769230769231,6.63530434095667,80.8133333333333,5.840157335,"C4"
"418",0.999,"NML00000_2020_Hills_2232019-09-01",1.33333333,3.66666667,18.66666667,0,0,0,0,0.66666667,7.57333333333333,61.4533333333333,21.6666666666667,20.6666666666667,227.96,59.0434782608696,3.86088365243004,69.0266666666666,3.548766693,"C4"
"501",0.999,"20153551201508B1",0,0.99009901,17.82178218,0,0,0,0,0.99009901,14.8333333333333,56.2333333333333,25.7425742574257,18.8118811881188,238.5568,44.7430769230769,5.33170305676856,71.0666666666666,8.753498308,"C4"
"53",0.999,"16110308174761592016-09-01",1,4.33333333,20,0,0.66666667,0,0,2.66666667,17.9066666666667,62.64,14.6666666666667,23.6666666666667,218.366666666667,31.3809523809524,6.95857359635812,80.5466666666667,9.733455496,"C4"
"587",0.999,"20113513030101O2",10.89108911,0.99009901,8.91089109,0,0,0,0,0,17.8666666666667,49.9333333333333,21.7821782178218,26.7326732673267,188.811243243243,48.5775,3.88680445151033,67.8,3.700727472,"C4"
"6",0.999,"16081114554791692016-09-01",3.33333333,2.66666667,20.66666667,1.66666667,0,0,0,2.33333333,20.2933333333333,51.64,8,26.3333333333333,165.179487179487,34.8461538461538,4.74025018395879,71.9333333333333,2.27821393,"C4"
"647",0.999,"20173513201502B2",1.98019802,0,16.83168317,0,0,0,0,0,4.36666666666666,68.6333333333333,2.97029702970297,18.8118811881188,344.2716,46.7783333333333,7.35963800904977,73,1.48068706,"C4"
"133",1,"17091807354794372017-09-01",0,7.33333333,12,0,0,0,0,7,16.9733333333333,56.4266666666667,14,19,176.4,35.0909090909091,5.02694300518135,73.4,7.430532965,"C4"
"149",1,"17080811053859472017-09-01",1.66666667,4.33333333,18.66666667,1,0.66666667,0,0,3.33333333,20.9866666666667,45.48,14.6666666666667,25.3333333333333,141.232558139535,31.4230769230769,4.49454897384077,66.4666666666667,2.272820951,"C4"
"154",1,"17081009553679232017-09-01",0.33333333,4.66666667,13,0.33333333,0,0,0,3.33333333,20.1866666666667,47.6266666666667,11.3333333333333,18.6666666666667,145,18.448275862069,7.85981308411215,67.8133333333334,11.17189624,"C4"
"170",1,"17100810032860442017-09-01",0,0,19.66666667,1.33333333,0,0,0,0,13.3733333333333,49.9066666666667,9.33333333333333,20.3333333333333,170.314285714286,26.1111111111111,6.52267477203647,63.28,4.241124714,"C4"
"199",1,"1810040859307362018-09-01",0.66666667,0,20,3,0,0,0,0,10.9066666666667,57.8,11.6666666666667,22.6666666666667,210.37037037037,52.1052631578947,4.03741114852226,68.7066666666667,3.093694219,"C4"
"249",1,"18091915404731482018-09-01",0.33333333,1.66666667,21,0.33333333,0.33333333,0,3,1,21.3866666666667,40.9733333333333,16.3333333333333,24.3333333333333,178.931034482759,48.2692307692308,3.70693776617667,62.36,2.247052206,"C4"
"363",1,"NML00000_2019_Hills_2122019-09-01",0.33333333,0.33333333,19.33333333,0.33333333,0.33333333,0,0,0.33333333,22.8533333333333,50.1466666666667,6,21.3333333333333,235.208333333333,36.9230769230769,6.37022569444445,73,2.361425972,"C4"
"403",1,"NML00000_2020_Shallow_5732019-09-01",0,0.33333333,16,0,0,0,0,0,14.9333333333333,59.3733333333333,20,16,204.133333333333,34.1176470588235,5.9832183908046,74.3066666666666,5.506405964,"C4"
"404",1,"NML00000_2020_Mal_4002019-09-01",0.33333333,5.33333333,21.66666667,0.66666667,0,0,0,2.33333333,9.86666666666667,55.76,16.3333333333333,24.6666666666667,220.12,51.1666666666667,4.30201954397394,65.6266666666667,1.636236783,"C4"
"445",1,"20163535201019B1",0.99009901,1.98019802,7.92079208,0.99009901,0,0,0,1.98019802,5.73333333333333,64.1333333333333,13.8613861386139,11.8811881188119,247.214571428571,43.9057142857143,5.63057851239669,69.8666666666666,12.44606939,"C4"
"506",1,"20153553200507B2",2.97029703,9.9009901,3.96039604,1.98019802,0,0,0,7.92079208,17.6,57.8,8.91089108910891,17.8217821782178,219.368914285714,32.7025,6.70801664355062,75.4,5.432715555,"C4"
"556",1,"20143535201101B3",0,6.93069307,6.93069307,0,1.98019802,0,0,5.94059406,20.2666666666667,49.9666666666667,5.94059405940594,17.8217821782178,193.424432432432,35.9833333333333,5.37538950715421,70.2333333333334,2.69774967,"C4"
"597",1,"20113513090502P1",0,0,20.79207921,0,0,0,0,0,11.9,51.4,16.8316831683168,21.7821782178218,222.0976,49.3346153846154,4.50186138613861,63.3,4.160510525,"C4"
"279",0.811,"18110315121289192018-09-01",0.33333333,37.66666667,0,2.66666667,1.66666667,0,0,36,1.69333333333333,0,9.66666666666667,45.3333333333333,40.5694444444444,24.8333333333333,1.63366890380313,1.69333333333333,0.139361002,"C1"
"639",0.812,"2017355200801B2",2.97029703,39.6039604,0.99009901,0,0,0,0,39.6039604,1.16666666666666,0,1.98019801980198,42.5742574257426,46.7894736842106,13.922962962963,3.36059743954481,1.16666666666666,0.357111372,"C1"
"289",0.856,"18110216201587292018-09-01",1.33333333,39,5.33333333,8.33333333,3.33333333,0,0,33.66666667,10.16,7.88,5.33333333333333,51,68.0350877192982,53.2,1.27885503231764,18.04,0.045611445,"C1"
"454",0.856,"2016355200920B2",2.97029703,36.63366337,5.94059406,0.99009901,2.97029703,0,0,32.67326733,1.6,0,9.9009900990099,47.5247524752475,49.9498775510204,19.1911111111111,2.60276110444178,1.6,1.126976391,"C1"
"451",0.916,"20163527200812B3",0.99009901,45.54455446,0.99009901,15.84158416,0.99009901,0,0,40.59405941,3.76666666666666,0,18.8118811881188,58.4158415841584,53.1029333333333,24.3651851851852,2.17945945945946,3.76666666666666,0.258407114,"C1"
"175",0.922,"17102311331270502017-09-01",15.33333333,22.66666667,12.66666667,1.33333333,1,42.66666667,0,9.66666667,4.8,2.77333333333333,2,71.3333333333333,71.7037037037037,304.965517241379,0.235120692832136,7.57333333333333,5.06e-06,"C1"
"181",0.925,"17082309591839942017-09-01",13.33333333,36.66666667,4.66666667,0,0.66666667,0,0.66666667,31.33333333,13.36,0,16.6666666666667,54,64.0847457627119,61.0666666666667,1.04942269262083,13.36,0.051443768,"C1"
"567",0.929,"2011355120601P2",0,58.41584158,3.96039604,0,0,0,0,55.44554455,0,4,17.8217821782178,59.4059405940594,69.2727272727273,15.8044444444444,4.38311688311689,4,1.472797458,"C1"
"162",0.935,"17100213273148712017-09-01",3.33333333,15.66666667,12.33333333,1,3.33333333,7,1,13,5.42666666666667,12.2533333333333,1,54,70.265306122449,109.48275862069,0.641793347260164,17.68,0.000196785,"C1"
"28",0.94,"16101316253652552016-09-01",1.33333333,33,31.66666667,2,6.66666667,0,0,25.66666667,15.0933333333333,9.97333333333333,5.66666666666667,62.3333333333333,74.0980392156863,58.5357142857143,1.26586034047542,25.0666666666666,0.033435531,"C1"
"636",0.942,"20173527201918B1",3.96039604,46.53465347,0,0,2.97029703,0,0,46.53465347,2.36666666666666,0,12.8712871287129,53.4653465346535,48.7057959183673,17.2155555555556,2.82917363666778,2.36666666666666,3.251258652,"C1"
"234",0.949,"1000000962018-09-01",1.33333333,0.33333333,0,2,0,0,0,0.33333333,3.53333333333333,0,20.3333333333333,63,48.6046511627907,22.2333333333333,2.18611624420348,3.53333333333333,0.459808638,"C1"
"334",0.949,"NML00000_2020_Gravel_0742019-09-01",3.33333333,52.66666667,18.66666667,0,0,0,0,43.33333333,7.17333333333333,5.86666666666667,22.3333333333333,62.6666666666667,69.6111111111111,63.2592592592593,1.10040983606557,13.04,0.029341099,"C1"
"116",0.952,"17102311070931422017-09-01",1.66666667,25,26,0.66666667,1.66666667,0,0,21.33333333,7.66666666666667,6.25333333333333,1.33333333333333,50,59.4576271186441,39.1785714285714,1.51760579701188,13.92,0.016470874,"C1"
"428",0.955,"NML00000_2020_Hills_2242019-09-01",2,48.66666667,3,0.33333333,2.33333333,0,0,46,13.1866666666667,4.49333333333333,3.33333333333333,54,66.9069767441861,38.4,1.74236918604651,17.68,0.039621135,"C1"
"376",0.957,"NML00000_2019_Loam_3432019-09-01",4,66.33333333,0,0,0,0,0,66,1.70666666666667,0,24.3333333333333,70.3333333333333,44.3589743589744,33.4,1.32811300475971,1.70666666666667,0.064335445,"C1"
"315",0.968,"NML00000_2020_GLoam_1132019-09-01",12.33333333,11.33333333,9.66666667,1,0,0,2.33333333,5.33333333,3.04,0,5,46.3333333333333,45,39.1,1.15089514066496,3.04,0.013087196,"C1"
"221",0.971,"18111908391250452018-09-01",1.33333333,59,8.66666667,0,0.33333333,0,0.33333333,54.66666667,5.68,3.01333333333333,21,63.3333333333333,58.1590909090909,42.2666666666667,1.37600372813307,8.69333333333333,0.077314046,"C1"
"270",0.972,"18103013461990682018-09-01",0.33333333,52,0,4.66666667,1.66666667,0,0,51.66666667,5.05333333333333,0,16.6666666666667,57,42.9315068493151,34.1724137931034,1.2563205838851,5.05333333333333,0.101997678,"C1"
"110",0.975,"18010510564676862017-09-01",4.33333333,47,0.33333333,8,0.33333333,0,0,42.33333333,10.1733333333333,8.68,17.3333333333333,65,76.3428571428571,52.551724137931,1.45271841019873,18.8533333333333,0.210891049,"C1"
"541",0.978,"20143551201515B1",0,26.73267327,0,0,0,0,0,26.73267327,1.56666666666667,0,0,50.4950495049505,112.688914285714,22.4895833333333,5.01071596638655,1.56666666666667,0,"C1"
"268",0.98,"181024094133172018-09-01",5,36.33333333,2.33333333,1,0,0,0,32.66666667,1.4,0,10.6666666666667,51,43.9230769230769,37.8275862068966,1.16113877007222,1.4,0.015378877,"C1"
"652",0.98,"20173553202010B2",0,20.79207921,1.98019802,0,5.94059406,28.71287129,0,19.8019802,11.6,2.36666666666667,2.97029702970297,51.4851485148515,73.6301176470589,76.2,0.966274509803922,13.9666666666667,0.002891747,"C1"
