"EcologicalSiteId","Phase","PrimaryKey","PlotKey","PlotID","State","SpeciesState","County","ProjectName","PhotoLink","EcolSiteName","Latitude_NAD83","Longitude_NAD83","DateEstablished","DateVisited","BareSoilCover.x","TotalFoliarCover.x","GapCover_25_50","GapCover_51_100","GapCover_101_200.x","GapCover_200_plus.x","GapCover_25_plus","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","AH_NonNoxPerenForbCover","AH_NonNoxAnnForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxAnnGrassCover","AH_NonNoxPerenForbGrassCover","AH_NonNoxAnnForbGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NonNoxCover","AH_NoxPerenForbCover","AH_NoxAnnForbCover","AH_NoxPerenGrassCover","AH_NoxAnnGrassCover","AH_NoxPerenForbGrassCover","AH_NoxAnnForbGrassCover","AH_NoxShrubCover","AH_NoxSubShrubCover","AH_NoxSucculentCover","AH_NoxTreeCover","AH_NoxCover","AH_ForbCover","AH_PerenForbCover","AH_PreferredForbCover","AH_GrassCover","AH_PerenGrassCover","AH_AnnGrassCover","AH_TallPerenGrassCover","AH_ShortPerenGrassCover","AH_PerenForbGrassCover","AH_ShrubCover","AH_SagebrushCover","AH_SagebrushCover_Live","AH_NonSagebrushShrubCover","AH_TotalLitterCover","AH_WoodyLitterCover","AH_HerbLitterCover","FH_NonNoxPerenForbCover","FH_NonNoxAnnForbCover","FH_NonNoxPerenGrassCover","FH_NonNoxAnnGrassCover","FH_NonNoxShrubCover","FH_NonNoxSubShrubCover","FH_NonNoxSucculentCover","FH_NonNoxTreeCover","FH_NoxPerenForbCover","FH_NoxAnnForbCover","FH_NoxPerenGrassCover","FH_NoxAnnGrassCover","FH_NoxShrubCover","FH_NoxSubShrubCover","FH_NoxSucculentCover","FH_NoxTreeCover","FH_SagebrushCover","FH_TotalLitterCover","FH_WoodyLitterCover","FH_HerbLitterCover","FH_DuffCover","FH_EmbLitterCover","FH_VagrLichenCover","FH_LichenCover","FH_MossCover","FH_CyanobacteriaCover","FH_RockCover","FH_WaterCover","FH_DepSoilCover","Hgt_Woody_Avg","Hgt_Herbaceous_Avg","Hgt_Forb_Avg","Hgt_PerenForb_Avg","Hgt_Grass_Avg","Hgt_PerenGrass_Avg","Hgt_NoxPerenGrass_Avg","Hgt_NonNoxPerenGrass_Avg","Hgt_TallPerenGrass_Avg","Hgt_ShortPerenGrass_Avg","Hgt_PerenForbGrass_Avg","Hgt_Shrub_Avg","Hgt_NonSagebrushShrub_Avg","Hgt_Sagebrush_Avg","Hgt_Sagebrush_Live_Avg","SagebrushShape_All_ColumnCount","SagebrushShape_All_SpreadCount","SagebrushShape_All_Predominant","SagebrushShape_Live_ColumnCount","SagebrushShape_Live_SpreadCount","SagebrushShape_Live_Predominant","NumSpp_NoxPlant","Spp_Nox","NumSpp_NonNoxPlant","NumSpp_PreferredForb","Spp_Sagebrush","Spp_PreferredForb","Spp_TallPerenGrass","Spp_ShortPerenGrass","RH_Rills","RH_WaterFlowPatterns","RH_PedestalsTerracettes","RH_BareGround","RH_Gullies","RH_WindScouredAreas","RH_LitterMovement","RH_LitterAmount","RH_SoilSurfResisErosion","RH_SoilSurfLossDeg","RH_PlantCommunityComp","RH_Compaction","RH_FuncSructGroup","RH_DeadDyingPlantParts","RH_AnnualProd","RH_InvasivePlants","RH_ReprodCapabilityPeren","RH_BioticIntegrity","RH_HydrologicFunction","RH_SoilSiteStability","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","Purpose","PurposeFlag","Design","DesignFlag","created_user","created_date","last_edited_user","last_edited_date","DateLoadedInDb","DBKey","GlobalID","Shape","Shape2","Likelihood.Final.Phase","X.x","horizontal_flux_total_LPI","horizontal_flux_total_UPI","horizontal_flux_total_MD","horizontal_flux_total_MN","horizontal_flux_total_STD","vertical_flux_LPI","vertical_flux_UPI","vertical_flux_MD","vertical_flux_MN","vertical_flux_STD","PM1_LPI","PM1_UPI","PM1_MD","PM1_MN","PM1_STD","PM2_5_LPI","PM2_5_UPI","PM2_5_MD","PM2_5_MN","PM2_5_STD","PM10_LPI","PM10_UPI","PM10_MD","PM10_MN","PM10_STD","X.y","GapCover_101_200.y","GapCover_200_plus.y","BareSoilCover.y","TotalFoliarCover.y","MeanGap","MeanMaxHeight","ScaledGap","MeanGap_1m","ScaledGap_1m","GapCover_100_plus"
"R042XB015NM","3.2","18010511345121322017-09-01","1801051134512132","Shallow-554","NM","NM","Luna","New Mexico Las Cruces DO 2017 OMDPNM","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/18010511345121322017-09-01",NA,32.09616,-107.327239,"2017-10-31 18:00:00","2017-10-31 18:00:00",43,38.33333333,5.70666667,12.53333333,17.10666667,21.61333333,56.96,1.55555556,2,1.2,9.66666667,3.66666667,1.66666667,0,11,3.66666667,26.66666667,2,0,0,38.33333333,0,0,0,0,0,0,0,0,0,0,0,13.33333333,9.66666667,0,1.66666667,1.66666667,0,0.33333333,0,11,26.66666667,0,0,26.66666667,40,2,38.66666667,7.66666667,2,1,0,25.66666667,2,0,0,0,0,0,0,0,0,0,0,0,18.66666667,1.66666667,17,0,0,0,0,0,0,0,0,0,65.90909091,22.03703704,20.92,17.9375,36,71,NA,71,NA,NA,21.05882353,70.2,70.2,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",28,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:35","2017-09-01","NM_LasCrucesDO_OrganMtnsDesertPksLUP_2017_5-3b_01.mdb","{4AB2F8F4-44F2-4018-AA0C-5716E161C5CC}","c(-107.327239"," 32.0961600000001)",1,23189,0.339868629,3.109945472,0.976802743,1.231082137,0.879372071,3.99e-08,3.16e-05,7.65e-07,6.02e-06,1.53e-05,5.98e-09,4.73e-06,1.15e-07,9.02e-07,2.29e-06,1.16e-08,9.14e-06,2.22e-07,1.74e-06,4.43e-06,2.8e-08,2.21e-05,5.36e-07,4.22e-06,1.07e-05,182,17.1066666666667,21.6133333333333,43,38.3333333333333,100.767441860465,53.5333333333333,1.8823307944047,187.75,3.50716064757161,38.72
"R042XB015NM","3.2","17102310271841322017-09-01","1710231027184132","Sandy-478","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 OMDPNM","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17102310271841322017-09-01",NA,31.9114409,-106.917995,"2017-10-16 18:00:00","2017-10-16 18:00:00",81,6.66666667,0.64,0.96,14.70666667,78.56,94.86666667,1.77777778,2.75,1.5,0,0.33333333,0,1,0,1.33333333,2,3.33333333,0,0,6.66666667,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0,0,1,0,1,0,0,0,2,0,0,2,10.33333333,0.66666667,9.66666667,0,0.33333333,0,1,2,3.33333333,0,0,0,0,0,0,0,0,0,0,0,8.66666667,0.66666667,8,0,0,0,0,0,0,3.66666667,0,0,34.16666667,2.5,1,NA,4,NA,NA,NA,NA,NA,NA,53.5,53.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:35","2017-09-01","NM_LasCrucesDO_OrganMtnsDesertPksLUP_2017_5-3b_01.mdb","{C9A59F35-0828-4B12-B58A-9B0CD9B58F62}","c(-106.917995"," 31.9114409000001)",0.666666666666667,23040,92.55183574,276.3202573,160.7814967,173.2506663,58.51465759,0.000886197,0.024429702,0.00468077,0.008003105,0.009875515,0.00013273,0.003659072,0.000701063,0.001198697,0.001479205,0.000256759,0.007078615,0.00135617,0.002318909,0.002861741,0.000621017,0.017120311,0.003280139,0.005608533,0.006921112,126,14.7066666666667,78.56,81,6.66666666666667,444.6875,29.4285714285714,15.1107402912621,499.642857142857,16.9781553398058,93.2666666666667
"R042XB015NM","3.2","17102310451212652017-09-01","1710231045121265","Sandy-484","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 OMDPNM","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17102310451212652017-09-01",NA,32.01315,-106.88408,"2017-10-17 18:00:00","2017-10-17 18:00:00",56.66666667,33.66666667,11.14666667,11.98666667,16.05333333,20.53333333,59.72,1.5,1,1.69230769,0,11.66666667,1,19,1,27.66666667,4.66666667,0,3.33333333,0,33.66666667,0,0,0,0,0,0,0,0,0,0,0,11.66666667,0,0,19.66666667,1,19,0,0,1,4.66666667,0,0,4.66666667,21,0.66666667,20.33333333,0,9,0.66666667,16,4.66666667,0,3.33333333,0,0,0,0,0,0,0,0,0,0,8,0.33333333,7.66666667,0,0,0,0,0,0,1.66666667,0,0,95.83333333,18.03846154,25.5,NA,11.64285714,NA,NA,NA,NA,NA,NA,109.25,109.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:35","2017-09-01","NM_LasCrucesDO_OrganMtnsDesertPksLUP_2017_5-3b_01.mdb","{55B007DF-1523-4F55-9D47-5BA912B5A099}","c(-106.88408"," 32.0131500000001)",1,23041,1.195518023,7.538540769,2.858066809,3.290964724,1.85343652,6.35e-07,0.000222784,8.5e-06,3.92e-05,8.1e-05,9.79e-08,3.43e-05,1.31e-06,6.04e-06,1.25e-05,1.9e-07,6.66e-05,2.54e-06,1.17e-05,2.42e-05,4.45e-07,0.000156086,5.95e-06,2.74e-05,5.67e-05,127,16.0533333333333,20.5333333333333,56.6666666666667,33.6666666666667,87.3846153846154,34.3333333333333,2.54518297236744,196,5.70873786407767,36.5866666666666
"R042XB012NM","3.2","18010514141989402017-09-01","1801051414198940","Shallow-556","NM","NM","Doña Ana","New Mexico Las Cruces DO 2017 OMDPNM","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/18010514141989402017-09-01",NA,31.952127,-107.079136,"2017-11-13 17:00:00","2017-11-13 17:00:00",51.66666667,14,0.88,3.64,14.53333333,78.04,97.09333333,1.05555556,1.16666667,1,0,3.66666667,0,7,0,10.66666667,3.33333333,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3.66666667,0,0,7,0,7,0,0,0,3.33333333,0,0,3.33333333,32.66666667,0.33333333,32.33333333,0,3.66666667,0,7,3.33333333,0,0,0,0,0,0,0,0,0,0,0,0,27.66666667,0,27.66666667,0,0,0,0,0,0,6.66666667,0,0,99,11.82758621,11.76470588,NA,11.91666667,39.5,NA,39.5,39.5,NA,39.5,99,99,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_OrganMtnsDesertPksLUP_2017_5-3b_01.mdb","{AFC64C78-98AF-447D-AE2A-1D00ABFE2D42}","c(-107.079136"," 31.9521270000001)",0.666666667,23191,79.43121826,277.0526221,152.2237304,163.1297001,64.14160927,0.003284584,0.066215753,0.015067739,0.023764031,0.025795153,0.000583791,0.01176952,0.002678176,0.004224157,0.004586168,0.001018013,0.020526049,0.004670579,0.007367878,0.008003495,0.00230999,0.046571567,0.010597383,0.016715234,0.018149491,184,14.5333333333333,78.04,51.6666666666667,14,303.416666666667,13.7931034482759,21.9977083333333,352.15,25.530875,92.5733333333333
"R042XB015NM","3.2","18010514592237542017-09-01","1801051459223754","Shallow-557","NM","NM","Luna","New Mexico Las Cruces DO 2017 OMDPNM","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/18010514592237542017-09-01",NA,31.983397,-107.267666,"2017-11-28 17:00:00","2017-11-28 17:00:00",35.33333333,32.33333333,3.48,7.70666667,28.4,32.01333333,71.6,1.11111111,1.5,1,2.33333333,12.66666667,2.33333333,5.66666667,4.66666667,17.66666667,10,2.33333333,0.33333333,0,32.33333333,0,0,0,0,0,0,0,0,0,0,0,15,2.33333333,0,8,2.33333333,5.66666667,1,0,4.66666667,10,0,0,10,50,0.33333333,49.66666667,2.33333333,11.33333333,1,5.66666667,9.33333333,2.33333333,0.33333333,0,0,0,0,0,0,0,0,0,0,31.66666667,0.33333333,31.33333333,0,0,0,0,0,0,0.66666667,0,0,43,23.62068966,24.22727273,30,21.71428571,42,NA,42,NA,NA,32.4,53.33333333,53.33333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_OrganMtnsDesertPksLUP_2017_5-3b_01.mdb","{79F5A46E-3998-4BA0-8BBF-0AE11BC618B7}","c(-107.267666"," 31.983397)",1,23192,3.14240156,15.41615058,7.299434178,7.817550069,3.61097752,1.08e-05,0.001253775,0.000117745,0.000291467,0.000465033,1.92e-06,0.000222869,2.09e-05,5.18e-05,8.27e-05,3.35e-06,0.000388754,3.65e-05,9.03e-05,0.00014417,7.59e-06,0.000881913,8.28e-05,0.000204993,0.000327087,185,28.4,32.0133333333333,35.3333333333333,32.3333333333333,132.560975609756,29.7666666666667,4.45333624668833,205.954545454545,6.91896569276189,60.4133333333333
"R042XB012NM","3.2","17090813301867912017-09-01","1709081330186791","SA-403","NM","NM","Otero","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17090813301867912017-09-01",NA,32.613206,-106.053596,"2017-09-05 18:00:00","2017-09-05 18:00:00",81,9.66666667,0.81333333,0,9.09333333,81.70666667,91.61333333,1.11111111,NA,1.11111111,2,0,0,0,2,0,7.66666667,0,0,0,9.66666667,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,7.66666667,0,0,7.66666667,15,1,14,2,0,0,0,7.66666667,0,0,0,0,0,0,0,0,0,0,0,0,9.33333333,0.66666667,8.66666667,0,0,0,0,0,0,0,0,0,72,10.625,12.30769231,15.4,3.33333333,3.33333333,NA,3.33333333,NA,3.33333333,12.61538462,72,72,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,0,NA,NA,NA,"BOER4; BOGR2; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{99BBA7BE-0031-4CCB-A23A-012CB63FED13}","c(-106.053596"," 32.613206)",1,22710,59.89844088,198.1440489,111.1660813,116.9850669,44.91390744,0.000701872,0.01566839,0.003225185,0.005249551,0.00610886,0.000108211,0.002415447,0.000497219,0.000809283,0.000941632,0.000209865,0.004685053,0.000964363,0.001569678,0.001826673,0.000491726,0.010977799,0.002259604,0.003677965,0.004280401,96,9.09333333333333,81.7066666666667,81,9.66666666666667,362.789473684211,23.2,15.6374773139746,425.625,18.3459051724138,90.8
"R042XB012NM","3.2","1708101559494342017-09-01","170810155949434","SA-401","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/1708101559494342017-09-01",NA,32.6213336,-106.8831206,"2017-08-09 18:00:00","2017-08-09 18:00:00",45.66666667,28.33333333,12.92,21.97333333,21.12,13.66666667,69.68,2.16666667,1.8,2.30769231,12,1.66666667,1.33333333,3.33333333,13.33333333,5,2.33333333,11.66666667,0,0,28.33333333,0,0,0,0,0,0,0,0,0,0,0,13.33333333,12,0,4.66666667,1.33333333,3.33333333,0.66666667,1,13.33333333,2.33333333,0,0,2.33333333,26.33333333,1.66666667,24.66666667,10.66666667,1.33333333,0.66666667,2,2,11.66666667,0,0,0,0,0,0,0,0,0,0,0,15,1.33333333,13.66666667,0,0,0,0,0,0,11,0,0,32.90909091,10.85714286,9.81818182,10.23809524,14.66666667,40,NA,40,40,21.5,11.59090909,46,46,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,0,NA,NA,"MUPO2","ARPU9; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{2C247487-10FF-456D-9392-A5DD54B2BAF7}","c(-106.8831206"," 32.6213336000001)",1,13267,7.068079385,32.21227442,15.72454823,16.96980493,7.56488124,1.29e-05,0.001915685,0.000149319,0.000409717,0.000684658,1.93e-06,0.000286923,2.24e-05,6.14e-05,0.000102547,3.73e-06,0.000555041,4.33e-05,0.000118711,0.000198377,9.01e-06,0.001342459,0.000104638,0.000287121,0.000479801,77,21.12,13.6666666666667,45.6666666666667,28.3333333333333,74.5352112676056,17.3448275862069,4.29725870131325,163.0625,9.40121769383698,34.7866666666667
"R042XB012NM","4.1","17081715524538602017-09-01","1708171552453860","SA-404","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17081715524538602017-09-01",NA,32.745135,-106.8725371,"2017-08-16 18:00:00","2017-08-16 18:00:00",65.66666667,23.66666667,2.73333333,0,3.09333333,68.22666667,74.05333333,2.22222222,4.16666667,1.25,0,0,0,0,0,0,23.66666667,0,0,0,23.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66666667,0,0,23.66666667,21,3.66666667,18.33333333,0,0,0,0,23.66666667,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,0,0,0,0,0,0,0.66666667,0,0,54.76923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.76923077,54.76923077,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{EF966A77-B387-4B49-9C95-80FE78AE18AC}","c(-106.8725371"," 32.7451350000001)",1,22302,5.882351927,18.79442808,10.36655213,11.1715013,4.106660305,8.76e-06,0.000276726,4.59e-05,8.75e-05,0.000119475,1.35e-06,4.27e-05,7.08e-06,1.35e-05,1.84e-05,2.62e-06,8.27e-05,1.37e-05,2.62e-05,3.57e-05,6.14e-06,0.000193875,3.22e-05,6.13e-05,8.37e-05,81,3.09333333333333,68.2266666666667,65.6666666666667,23.6666666666667,327.941176470588,54.7692307692308,5.98769001982816,534.9,9.76643258426966,71.32
"R042XB012NM","4.1","17091114580161472017-09-01","1709111458016147","SA-406","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17091114580161472017-09-01",NA,32.0981315,-106.8371695,"2017-09-10 18:00:00","2017-09-10 18:00:00",64.66666667,23.66666667,0.8,0.77333333,6.93333333,65.46666667,73.97333333,1.27777778,1.83333333,1,1,0.33333333,0,0,1,0.33333333,21.33333333,2,0,0,23.66666667,0,0,0,0,0,0,0,0,0,0,0,1.33333333,1,0,0,0,0,0,0,1,21.33333333,0,0,21.33333333,25,2,24.33333333,0.66666667,0,0,0,21.33333333,1.66666667,0,0,0,0,0,0,0,0,0,0,0,8.66666667,1,7.66666667,0,0,0,0,0,0,3,0,0,75.22222222,17.33333333,17.33333333,25.5,NA,NA,NA,NA,NA,NA,25.5,92.14285714,92.14285714,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{7CE5FEF8-2FBC-4A76-ABA8-02D9493EF14A}","c(-106.8371695"," 32.0981315000001)",1,22752,7.470544737,26.65220251,14.3420277,15.06747004,5.712719012,8.93e-06,0.000561129,7.06e-05,0.000144998,0.000207999,1.34e-06,8.4e-05,1.06e-05,2.17e-05,3.12e-05,2.59e-06,0.000162583,2.05e-05,4.2e-05,6.03e-05,6.26e-06,0.00039323,4.95e-05,0.000101613,0.000145767,97,6.93333333333333,65.4666666666667,64.6666666666667,23.6666666666667,371.266666666667,71.3,5.20710612435718,493.636363636364,6.92337115899528,72.4
"R042XB012NM","3.2","17080816441181412017-09-01","1708081644118141","SA-432","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17080816441181412017-09-01",NA,32.67354,-106.95176,"2017-08-07 18:00:00","2017-08-07 18:00:00",49.66666667,28.33333333,12.98666667,22.6,21.89333333,14.32,71.8,4.05555556,4.4,3.92307692,4.66666667,5,1.66666667,4.33333333,6,9.33333333,3.33333333,12.66666667,0,0,28.33333333,0,0,0,0,0,0,0,0,0,0,0,9.33333333,4.66666667,0,6,1.66666667,4.33333333,1.66666667,0,6,3.33333333,0,0,3.33333333,33.66666667,1.66666667,32.33333333,3.66666667,5,1.33333333,4,3.33333333,11,0,0,0,0,0,0,0,0,0,0,0,21,1.66666667,19.33333333,0,0,0,0,0,0,1,0,0,49.23076923,12.89285714,13.13043478,10.75,11.8,37,NA,37,37,NA,12,59,59,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,26,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{003EECD9-3678-49A1-A011-CC95B678D304}","c(-106.95176"," 32.6735400000001)",1,22004,1.703240716,13.50291601,4.748058972,5.618091208,3.460255015,8.41e-07,0.000359813,1.43e-05,7.37e-05,0.000150807,1.26e-07,5.39e-05,2.14e-06,1.1e-05,2.26e-05,2.44e-07,0.000104256,4.14e-06,2.14e-05,4.37e-05,5.89e-07,0.000252155,1e-05,5.16e-05,0.000105682,73,21.8933333333333,14.32,49.6666666666667,28.3333333333333,77.1388888888889,28.4333333333333,2.71297381789762,169.75,5.97010550996483,36.2133333333333
"R042XB012NM","3.2","17082109172042017-09-01","1708210917204","BO-022","NM","NM","Otero","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17082109172042017-09-01",NA,33.03738,-105.9899599,"2017-08-15 18:00:00","2017-08-15 18:00:00",41.33333333,32.66666667,2.73333333,2.33333333,4.10666667,52.94666667,62.12,2.33333333,3.33333333,1.83333333,0,1,0,0,0,1,32.33333333,0,0,0,32.66666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.33333333,0,0,32.33333333,40.66666667,8,33.33333333,0,0.33333333,0,0,32.33333333,0,0,0,0,0,0,0,0,0,0,0,0,14,2.66666667,11.33333333,0,0,0,0,0,0,12,0,0,147.63636364,5.875,5.875,NA,NA,NA,NA,NA,NA,NA,NA,147.63636364,147.63636364,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{F5774B71-8E0B-431E-A582-C107582551F9}","c(-105.9899599"," 33.03738)",1,12316,0.346824382,3.232173793,1.184151089,1.380317146,0.886055388,3.39e-08,1.76e-05,7.57e-07,3.31e-06,6.89e-06,7.87e-11,4.3e-08,1.77e-09,7.86e-09,1.64e-08,1.17e-09,6.1e-07,2.61e-08,1.14e-07,2.38e-07,1.48e-08,7.67e-06,3.3e-07,1.44e-06,3.01e-06,83,4.10666666666667,52.9466666666667,41.3333333333333,32.6666666666667,205.478260869565,103.1875,1.99130961472625,389,3.76983646274985,57.0533333333334
"R042XB012NM","3.2","17080914104578892017-09-01","1708091410457889","SS-441","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17080914104578892017-09-01",NA,32.21713,-106.921816,"2017-08-08 18:00:00","2017-08-08 18:00:00",52.66666667,21.66666667,2.90666667,1.30666667,6.01333333,63.22666667,73.45333333,1.88888889,2,1.81818182,0,0,0,0,0,0,21.66666667,0,0,0,21.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.66666667,0,0,21.66666667,23.66666667,3.66666667,20.33333333,0,0,0,0,21.66666667,0,0,0,0,0,0,0,0,0,0,0,0,14,3,11,0,0,0,0,0,0,11.66666667,0,0,84.85714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.85714286,84.85714286,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING","2020-04-06 14:10:51","ILMOCAIMDBO","2022-01-13 12:28:36","2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{929DE0D4-E36B-4447-A985-E13188FDAC8B}","c(-106.921816"," 32.2171300000001)",1,22042,0.918324837,7.515039587,2.913583214,3.335466696,2.019206122,3.11e-07,0.000116725,5.79e-06,2.09e-05,3.79e-05,1.74e-10,6.75e-08,3.27e-09,1.22e-08,2.27e-08,4e-09,1.5e-06,7.44e-08,2.69e-07,4.91e-07,1.05e-07,3.95e-05,1.96e-06,7.05e-06,1.28e-05,75,6.01333333333333,63.2266666666667,52.6666666666667,21.6666666666667,241.478260869565,84.8571428571429,2.8457034109208,370.928571428571,4.37121212121212,69.24
