"","PrimaryKey","GapCover_101_200","GapCover_200_plus","BareSoilCover","TotalFoliarCover","MeanGap","MeanMaxHeight","ScaledGap","MeanGap_1m","ScaledGap_1m"
"76","17081009553679232017-09-01",20.1866666666667,47.6266666666667,11.3333333333333,18.6666666666667,145,18.448275862069,7.85981308411215,221.130434782609,11.9865095489638
"77","1708101559494342017-09-01",21.12,13.6666666666667,45.6666666666667,28.3333333333333,74.5352112676056,17.3448275862069,4.29725870131325,163.0625,9.40121769383698
"78","17081409463175532017-09-01",11.0933333333333,60.2266666666667,66.3333333333333,24.3333333333333,296.473684210526,34.35,8.63096606144181,445.75,12.9767103347889
"79","17081415013076192017-09-01",12,45.4,47.6666666666667,33,189.423076923077,76.6875,2.47006457275406,287,3.74246128769356
"80","17081511030918752017-09-01",16.3466666666667,65.4533333333333,36.6666666666667,10,212.375,14.08,15.0834517045455,306.75,21.7862215909091
"81","17081715524538602017-09-01",3.09333333333333,68.2266666666667,65.6666666666667,23.6666666666667,327.941176470588,54.7692307692308,5.98769001982816,534.9,9.76643258426966
"82","1708210757216432017-09-01",17.52,41.2666666666667,31.6666666666667,33,158.545454545455,39.4642857142857,4.01744138214726,259.352941176471,6.57183923343093
"83","17082109172042017-09-01",4.10666666666667,52.9466666666667,41.3333333333333,32.6666666666667,205.478260869565,103.1875,1.99130961472625,389,3.76983646274985
"84","17082210074895312017-09-01",33.9466666666667,19.9333333333333,61,27.3333333333333,102.157894736842,32.551724137931,3.13832515611062,161.64,4.96563559322034
"85","17082211113693142017-09-01",23.0933333333333,36.3866666666667,4.33333333333333,21,120.098039215686,31.4615384615385,3.81729708998514,212.428571428571,6.75200838281523
"86","17082309591839942017-09-01",13.36,0,16.6666666666667,54,64.0847457627119,61.0666666666667,1.04942269262083,122.444444444444,2.00509461426492
"87","17082310102561542017-09-01",16.72,7.89333333333333,42.6666666666667,47,72.9433962264151,26.1111111111111,2.79357687675632,167.818181818182,6.42707930367505
"88","17082409330352362017-09-01",10.4533333333333,41.9066666666667,9.33333333333333,37,162.428571428571,81.6666666666667,1.98892128279883,261.8,3.20571428571429
"89","17082410382822082017-09-01",13.9066666666667,0,6.33333333333333,47.6666666666667,49.9058823529412,19.9285714285714,2.50423782416192,130.375,6.5421146953405
"90","17082810325080612017-09-01",19.5066666666667,18.0533333333333,2.66666666666667,50.3333333333333,81.9107142857143,38.7333333333333,2.11473444799607,176.0625,4.54550344234079
"91","17083109523692122017-09-01",13.12,15.1866666666667,19.3333333333333,41,78.1666666666667,20.4814814814815,3.81645569620253,212.3,10.3654611211573
"92","17083111250868632017-09-01",31.5733333333333,16.5066666666667,36,33,100.074074074074,41.1111111111111,2.43423423423423,171.714285714286,4.17683397683398
"93","17083113053717282017-09-01",10.6533333333333,38.8533333333333,48,32.3333333333333,169.703703703704,182.25,0.931158868058731,309.416666666667,1.69775948788294
"94","17090514401695752017-09-01",14.96,8.73333333333333,5.33333333333333,55.6666666666667,66.7105263157895,45.8666666666667,1.45444461444308,148.083333333333,3.22856104651163
"95","17090615524756542017-09-01",32.0266666666667,28.8266666666667,57,19,106.932203389831,16.0333333333333,6.66936819479192,190.166666666667,11.8607068607069
"96","17090813301867912017-09-01",9.09333333333333,81.7066666666667,81,9.66666666666667,362.789473684211,23.2,15.6374773139746,425.625,18.3459051724138
"97","17091114580161472017-09-01",6.93333333333333,65.4666666666667,64.6666666666667,23.6666666666667,371.266666666667,71.3,5.20710612435718,493.636363636364,6.92337115899528
"98","17091216050237682017-09-01",15,40.7066666666667,1.33333333333333,29.6666666666667,145.628571428571,47.9565217391304,3.03667918663386,245.764705882353,5.12474001386593
"99","17091807354794372017-09-01",16.9733333333333,56.4266666666667,14,19,176.4,35.0909090909091,5.02694300518135,280.25,7.98639896373057
"100","17091809452819232017-09-01",3.93333333333333,61.52,30.3333333333333,23.6666666666667,168.945945945946,22.6,7.47548433389141,490.9,21.7212389380531
"101","1709181125586022017-09-01",17.12,19.16,3.33333333333333,35.6666666666667,75.5675675675676,34.3793103448276,2.19805362032042,194.357142857143,5.65331709413956
"102","17091814575453992017-09-01",33.96,17.8133333333333,50,32.3333333333333,93.5084745762712,31.7407407407407,2.94600795047762,168.826086956522,5.31890822383441
"103","17092207172657402017-09-01",0,0,6.66666666666667,85.6666666666667,35.2,53.6,0.656716417910448,NA,NA
"104","1709220827555802017-09-01",0,0,6.66666666666667,79.6666666666667,35.1428571428571,58.6666666666667,0.599025974025974,NA,NA
"105","17092211134033552017-09-01",0,0,12.6666666666667,73.3333333333333,34.1290322580645,39.3666666666667,0.86695255524296,NA,NA
"106","17092211440696192017-09-01",19.6,15.6533333333333,1.33333333333333,48,113.533333333333,67.7777777777778,1.67508196721311,176.266666666667,2.60065573770492
"107","17092212034618812017-09-01",5.25333333333333,0,21.6666666666667,71.3333333333333,49.0294117647059,39.1666666666667,1.25181476846058,131.333333333333,3.3531914893617
"108","17092515443136452017-09-01",18.96,6.62666666666667,28.6666666666667,55,70.4310344827586,61.3448275862069,1.14811691961776,147.615384615385,2.40632161542786
"109","17100208285596842017-09-01",2.90666666666667,0,3,68.6666666666667,43.4705882352941,71.2333333333333,0.610256269096314,109,1.53018249883014
"110","17100209392270302017-09-01",21.9866666666667,20.36,33.6666666666667,30.3333333333333,93.7884615384615,30.9615384615385,3.02919254658385,176.444444444444,5.69882677708765
"111","17100209515146572017-09-01",0,0,17,72,30.4666666666667,55.2666666666667,0.551266586248492,NA,NA
"112","17100213273148712017-09-01",5.42666666666667,12.2533333333333,1,54,70.265306122449,109.48275862069,0.641793347260164,189.428571428571,1.73021372328459
"113","17100313574322672017-09-01",0,0,17,62,36.0666666666667,27.8333333333333,1.29580838323353,NA,NA
"114","17100314422263752017-09-01",17.0933333333333,22.3333333333333,7,50,91.625,38.8620689655172,2.35769742679681,197.133333333333,5.07264123040521
"115","17100608553341972017-09-01",6.68,34.1066666666667,44.6666666666667,49.6666666666667,171.857142857143,40.6086956521739,4.23202814316305,339.888888888889,8.36985486557221
"116","17100808351239492017-09-01",16.4933333333333,45.3333333333333,2.33333333333333,28.3333333333333,163.060606060606,83.4,1.9551631422135,257.611111111111,3.0888622435385
"117","17100809103967162017-09-01",13.9066666666667,36.2,49,43.3333333333333,147.258064516129,98.3181818181818,1.4977704204137,268.428571428571,2.73020276071594
"118","17100810032860442017-09-01",13.3733333333333,49.9066666666667,9.33333333333333,20.3333333333333,170.314285714286,26.1111111111111,6.52267477203647,269.222222222222,10.3106382978723
"119","17100814085527592017-09-01",10.1866666666667,2.77333333333333,18,76.6666666666667,94.0714285714286,77.3333333333333,1.21644088669951,162,2.0948275862069
"120","17100816023552872017-09-01",5,79.8133333333333,74.3333333333333,12.6666666666667,368.555555555556,27.4117647058824,13.4451597520267,636.1,23.205364806867
"121","17101616020163562017-09-01",8.52,67.76,52.3333333333333,24.6666666666667,292.714285714286,43.25,6.76796036333609,381.4,8.81849710982659
"122","17102118540241582017-09-01",21.6933333333333,19.4533333333333,4.33333333333333,36.3333333333333,78.6119402985075,54.7333333333333,1.43627174723217,181.529411764706,3.31661531847818
"123","17102307510133062017-09-01",23.4533333333333,36.4,2.33333333333333,26.6666666666667,128.818181818182,25.2692307692308,5.09782759097828,213.761904761905,8.45937522649851
"124","1710230836311152017-09-01",15.2666666666667,4.02666666666667,34.6666666666667,39,69.0185185185185,47.7037037037037,1.44681677018634,160.777777777778,3.37034161490683
"125","17102310064053812017-09-01",2.4,84.04,81.6666666666667,12,387.588235294118,30.0909090909091,12.8805757952728,463.071428571429,15.3890807078118
"126","17102310271841322017-09-01",14.7066666666667,78.56,81,6.66666666666667,444.6875,29.4285714285714,15.1107402912621,499.642857142857,16.9781553398058
"127","17102310451212652017-09-01",16.0533333333333,20.5333333333333,56.6666666666667,33.6666666666667,87.3846153846154,34.3333333333333,2.54518297236744,196,5.70873786407767
"128","17102311070931422017-09-01",7.66666666666667,6.25333333333333,1.33333333333333,50,59.4576271186441,39.1785714285714,1.51760579701188,208.8,5.32944393801276
"129","17102311331270502017-09-01",4.8,2.77333333333333,2,71.3333333333333,71.7037037037037,304.965517241379,0.235120692832136,189.333333333333,0.620835217850143
"130","17102312015948222017-09-01",13.4266666666667,61.48,66,15,221.827586206897,28.75,7.71574212893553,330.470588235294,11.4946291560102
"131","1710300819142502017-09-01",9.72,10.36,24,54.3333333333333,67.3125,32.5333333333333,2.06903176229508,167.333333333333,5.14344262295082
"132","17103012585095442017-09-01",14.1466666666667,0,4.66666666666667,64.3333333333333,52.3285714285714,51.4,1.01806559199555,151.571428571429,2.94886047804336
"133","17110115314049412017-09-01",11.5066666666667,68.4666666666667,16.6666666666667,15,228.033333333333,26.6086956521739,8.56988017429194,374.875,14.0884395424837
"134","17110616112979972017-09-01",5.32,69.8933333333333,60.6666666666667,20,348.705882352941,51,6.83737024221453,564.1,11.0607843137255
"135","17110811013456452017-09-01",1.8,0,16,67.6666666666667,46.4782608695652,43.7,1.06357576360561,135,3.08924485125858
"136","17110812471081502017-09-01",4.04,7.68,14.3333333333333,79,63.2222222222222,52.6666666666667,1.20042194092827,219.75,4.17246835443038
"137","17110813561551782017-09-01",6.10666666666667,0,3.33333333333333,94.6666666666667,89,65.8,1.35258358662614,152.666666666667,2.32016210739615
"138","17110814135644082017-09-01",21.6666666666667,15.2666666666667,41.3333333333333,38.6666666666667,92.0576923076923,25.1111111111111,3.66601429543907,184.666666666667,7.35398230088496
"139","17110814241992362017-09-01",22.4133333333333,10.2266666666667,15,46,86.4782608695652,31.6071428571429,2.73603537214444,188.307692307692,5.95775749674055
"140","17110814514395292017-09-01",3.6,67.3333333333333,12.6666666666667,23,246.260869565217,90.2666666666667,2.72814848115086,380,4.20974889217134
"141","17111308011268372017-09-01",27.04,19.76,0.333333333333333,45,99.2075471698113,52.1428571428571,1.90261049366761,184.736842105263,3.54289834174477
"142","17111313043229692017-09-01",10.8933333333333,5.76,4,57.3333333333333,62.3432835820896,52.1333333333333,1.19584303546208,156.125,2.99472506393862
"143","1711131552179952017-09-01",11.8266666666667,6.16,19.6666666666667,35,53.7671232876712,35.9333333333333,1.49630213230996,149.888888888889,4.1713048855906
"144","17111714051770062017-09-01",10.64,3.52,8.66666666666667,68.3333333333333,64.3030303030303,81.7931034482759,0.786166896622209,151.714285714286,1.85485425198747
"145","17111816320841742017-09-01",12.84,19.1066666666667,43.6666666666667,49.3333333333333,87.9333333333333,36.2592592592593,2.42512768130746,184.307692307692,5.08305177968099
"146","17112007395653062017-09-01",20.8,22.12,5.33333333333333,55.6666666666667,103.088888888889,34.7241379310345,2.96879620434735,174.684210526316,5.03062771128417
"147","17112715381165862017-09-01",4.89333333333333,0,0.666666666666667,80.3333333333333,50.6785714285714,61.9666666666667,0.817836010143702,122.333333333333,1.97417966648736
"148","17113016121217952017-09-01",15.5333333333333,7.24,2,39.3333333333333,59.6455696202532,37.6071428571429,1.58601704593266,155.272727272727,4.1288094621428
"149","17120108013662422017-09-01",3.54666666666667,86.04,12.6666666666667,7,431.75,18,23.9861111111111,487.071428571429,27.0595238095238
"150","17120109184541602017-09-01",19.8933333333333,34.24,43,40.3333333333333,146.676470588235,54.5925925925926,2.68674674754569,238.823529411765,4.37465081012052
"151","17120113560428622017-09-01",19.7866666666667,64.56,75.3333333333333,13,286.304347826087,32.7777777777778,8.73470891672808,332.947368421053,10.1577163247101
"152","17120319172360002017-09-01",27.6133333333333,8.58666666666667,16,39.6666666666667,77.5161290322581,29,2.67296996662959,169.6875,5.85129310344828
"153","17120408421048582017-09-01",14.76,7.38666666666667,37,43,68.4285714285714,57.2333333333333,1.19560695565355,166.1,2.90215492137449
"154","17120410561463082017-09-01",4.81333333333333,14.8133333333333,36.6666666666667,57.3333333333333,89.1111111111111,52.2857142857143,1.70431086824529,245.333333333333,4.69216757741348
"155","17120614042441072017-09-01",7.49333333333333,10.76,29.6666666666667,57.3333333333333,58.8135593220339,40.9642857142857,1.43572769051173,195.571428571429,4.7741935483871
"156","17120616422840332017-09-01",16.7733333333333,20.5333333333333,1,36.6666666666667,88.1764705882353,57.0344827586207,1.54602034284088,170.470588235294,2.9889039049719
"157","17120707534774512017-09-01",8.29333333333333,11.6933333333333,34.3333333333333,52.3333333333333,65.2115384615385,38.3571428571429,1.70011459676264,214.142857142857,5.5828677839851
"158","17120708540421792017-09-01",20.2133333333333,36.8133333333333,14,26.3333333333333,134.90243902439,33.9545454545455,3.97303033271297,237.611111111111,6.99791759631117
"159","17120709325055792017-09-01",24.3066666666667,6.16,12,41.6666666666667,74.59375,36.8666666666667,2.02333860759494,152.333333333333,4.13200723327306
"160","17120710130815002017-09-01",10.7066666666667,0,6.66666666666667,51.3333333333333,49.1379310344828,37.1666666666667,1.32209679913407,133.833333333333,3.60089686098655
"161","17120711082878692017-09-01",19.0133333333333,10.6,4.33333333333333,31,71.241935483871,34.7407407407407,2.05067404910929,165.785714285714,4.77208346024977
"162","17120712004655932017-09-01",9.49333333333333,2.74666666666667,1.33333333333333,69.6666666666667,71.4285714285714,69.2666666666667,1.03121132957514,153,2.20885466794995
"163","17120712441691032017-09-01",4.57333333333333,15.9866666666667,10,62,78.925,77.9655172413793,1.01230650154799,220.285714285714,2.82542490680483
"164","17120713220934652017-09-01",9.76,2.96,1,55.6666666666667,60.9473684210526,46.2413793103448,1.31802661014954,150.571428571429,3.25620539043358
"165","17120714123799902017-09-01",25.88,23.2933333333333,7,28,99.3392857142857,32.1071428571429,3.09399332591769,194.105263157895,6.04554768456179
"166","17121909052419942017-09-01",11.5733333333333,5.68,5,55,60.5373134328358,52.6551724137931,1.14969357534528,161.75,3.0718729535036
"167","17121912332668922017-09-01",25.2,44.0666666666667,31.3333333333333,31.3333333333333,145.204545454545,28.4827586206897,5.09798040942109,220.625,7.74591404358353
"168","17121913294110702017-09-01",3.14666666666667,0,0.666666666666667,81.6666666666667,65.7894736842105,80.8620689655172,0.813601167096847,112,1.38507462686567
"169","17121914180733002017-09-01",17.84,20.8,3.33333333333333,39.3333333333333,99.7727272727273,35.24,2.83123516664947,222.923076923077,6.32585348816904
"170","17121914572277772017-09-01",10.3866666666667,0,1.33333333333333,63,58.7,42.5,1.38117647058824,129.833333333333,3.05490196078431
"171","18010208375744432017-09-01",13.9466666666667,3.12,4.66666666666667,65,59.7166666666667,42.7666666666667,1.39633671083398,142.222222222222,3.32553910106521
"172","18010308093494312017-09-01",3.29333333333333,11.4666666666667,0.333333333333333,71.6666666666667,101.157894736842,83,1.21876981610653,221.4,2.66746987951807
"173","18010407164069142017-09-01",13.72,35.4666666666667,41,49.6666666666667,149.793103448276,48.5714285714286,3.08397565922921,245.933333333333,5.06333333333333
"174","1801041148192262017-09-01",13.4933333333333,30.56,0.333333333333333,42,144.741935483871,51.3703703703704,2.81761518245459,300.363636363636,5.84702103952284
"175","18010416171778082017-09-01",0,6.37333333333333,4,71.6666666666667,89.1111111111111,131.206896551724,0.679164841582713,239,1.8215505913272
"176","18010507422233302017-09-01",7.25333333333333,0,0.333333333333333,76,49.8421052631579,47.5666666666667,1.04783683104046,108.8,2.28731604765242
"177","1801050806219792017-09-01",13.5466666666667,63.5466666666667,7,15.3333333333333,250.4,29.6086956521739,8.45697503671072,361.375,12.2050293685756
"178","18010508303074152017-09-01",26.6666666666667,6.04,25.3333333333333,47,75.8947368421053,33.3,2.27912122648965,144.294117647059,4.33315668609786
"179","18010509144649772017-09-01",18.6533333333333,16.8133333333333,30,48.6666666666667,90.2173913043478,46.9655172413793,1.92092830236864,204.615384615385,4.35671523777251
"180","18010509452916612017-09-01",9.26666666666667,50.44,53.3333333333333,26.3333333333333,180.413793103448,45.8846153846154,3.93190160996618,319.857142857143,6.97090168842055
"181","18010510564676862017-09-01",10.1733333333333,8.68,17.3333333333333,65,76.3428571428571,52.551724137931,1.45271841019873,202,3.84383202099738
"182","18010511345121322017-09-01",17.1066666666667,21.6133333333333,43,38.3333333333333,100.767441860465,53.5333333333333,1.8823307944047,187.75,3.50716064757161
"183","18010514045283942017-09-01",7.4,20.84,10.3333333333333,59.3333333333333,91.55,43.4,2.10944700460829,264.75,6.10023041474654
"184","18010514141989402017-09-01",14.5333333333333,78.04,51.6666666666667,14,303.416666666667,13.7931034482759,21.9977083333333,352.15,25.530875
"185","18010514592237542017-09-01",28.4,32.0133333333333,35.3333333333333,32.3333333333333,132.560975609756,29.7666666666667,4.45333624668833,205.954545454545,6.91896569276189
"186","1808031353185222018-09-01",13.3733333333333,19.1466666666667,25.6666666666667,54.6666666666667,142.238095238095,130.074074074074,1.09351610803775,221.727272727273,1.70462311037482
